,world,industrial,arwem1d1187fb4077b,segmentsPitches_mean_6,english,arorx9k1187fb3dc3f,progressive,epic,ardibrt1187b9af176,artistTermsWeight_var,lyrics,metal,punk,segmentsPitches_var_12,indietronica,heavy,arbfq7l1187b9acd48,artistTermsFreq_var,american,arh6w4x1187b99274f,armi8bw1187fb57b2e,music,segmentsPitches_var_9,arfcun31187b9ad578,classic,segmentsPitches_var_7,funky,arxdfn01187b9ae80e,arnlo5s1187b9b80cc,artistTermsFreq_mean,swedish,rock,arm7edf1187b9b3fa1,segmentsPitches_mean_1,sexy,contemporary,future,garage,metalcore,aruj5a41187fb3f5f1,emotional,artistTermsWeight_mean,indie,ar633sy1187b9ac3b9,chart,armkodx11f50c4bd1b,grunge,loudness,ar13ulo1187fb3f043,cover,arbeohf1187b9b044d,hard,segmentsTimbre_mean_7,post,aggressive,artistFamiliarity,alternative,melodic,jazz,arndl191187fb51583,revival,wave,ardahwh1187fb4b0e7,artistHotness,album,guitarist,ard3lxu1187b9abfc5,segmentsLoudnessMaxStart_mean,guitar,ar30r5e1187b9ad78a,segmentsPitches_mean_5,death,00s,latin,arlr9u31187b9a71ad,usa,dub,year,acid,arh3s5s1187fb4f76b,emo,Hit_Flop_Class
0,0.0,1.0,0.0,15.17094748,0.0,0.0,0.0,0.0,0.0,0.014568497,0.0,0.0,1.0,314.2324292,0.0,0.0,0.0,0.024063495,1.0,0.0,0.0,0.0,729.2946859,0.0,0.0,729.0288571000001,0.0,0.0,0.0,0.563869117,0.0,3.0,0.0,41.51277755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6815877659999999,1.0,0.0,0.0,0.0,0.0,-11.197000000000001,0.0,0.0,0.0,0.0,0.35035015399999997,0.0,0.0,0.581793766,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40199754299999996,0.0,0.0,0.0,-24.22585891,0.0,0.0,-43.23490319,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60211999
1,0.0,0.0,0.0,-17.9972526,1.0,0.0,0.0,0.0,0.0,0.007764836999999999,0.0,3.0,5.0,119.3195158,0.0,0.0,0.0,0.012850691000000001,0.0,0.0,0.0,0.0,188.2825199,0.0,1.0,402.82075539999994,0.0,0.0,0.0,0.748447658,0.0,5.0,0.0,50.25155423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.832219545,1.0,0.0,0.0,0.0,1.0,-4.501,0.0,0.0,0.0,1.0,0.38254829100000004,0.0,0.0,0.651045661,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.401723686,0.0,0.0,0.0,-12.15608915,0.0,0.0,-43.50535067,1.0,0.0,0.0,0.0,0.0,0.0,2007.0,0.0,0.0,1.0,0.604500739
2,2.0,0.0,0.0,-14.61249671,0.0,0.0,2.0,0.0,0.0,0.02460877,0.0,0.0,0.0,201.24697790000002,0.0,0.0,0.0,0.054395285,0.0,0.0,0.0,0.0,240.14715550000003,0.0,0.0,311.7392005,0.0,0.0,0.0,0.6302180860000001,0.0,7.0,0.0,40.64354496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.757063563,0.0,0.0,0.0,0.0,0.0,-13.495999999999999,0.0,0.0,0.0,1.0,0.36007565799999997,0.0,0.0,0.42666785700000004,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.332275747,0.0,0.0,0.0,-21.77864583,1.0,0.0,-32.76273136,0.0,0.0,0.0,0.0,0.0,0.0,1984.0,0.0,0.0,0.0,0.26586104899999996
3,1.0,0.0,0.0,-8.912612051,0.0,0.0,0.0,0.0,0.0,0.016449648,0.0,0.0,0.0,309.5478916,0.0,0.0,0.0,0.036636798,0.0,0.0,0.0,0.0,286.53763430000004,0.0,0.0,569.4862571000001,0.0,0.0,0.0,0.629326347,0.0,1.0,0.0,35.48100529,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.753651295,0.0,0.0,0.0,0.0,0.0,-16.11,0.0,0.0,0.0,0.0,0.422522199,0.0,0.0,0.419943148,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.330806357,0.0,0.0,0.0,-29.33629281,0.0,0.0,-5.948311839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33470654899999996
4,0.0,1.0,0.0,-11.00788462,0.0,1.0,1.0,0.0,1.0,0.010451225,0.0,6.0,0.0,199.66526340000001,0.0,1.0,0.0,0.011059023000000001,1.0,0.0,0.0,0.0,220.53363109999998,1.0,1.0,420.0675863,0.0,0.0,1.0,0.7079256490000001,0.0,11.0,1.0,48.60558894,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.772873789,0.0,0.0,0.0,0.0,1.0,-5.271,0.0,0.0,0.0,1.0,0.195342548,0.0,0.0,0.7071997640000001,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.51346329,1.0,0.0,0.0,-14.65981971,1.0,0.0,-26.35708413,0.0,0.0,1.0,0.0,0.0,0.0,2004.0,0.0,0.0,0.0,0.6841361909999999
5,2.0,0.0,0.0,3.8973586780000002,0.0,0.0,1.0,0.0,0.0,0.015625368,0.0,0.0,1.0,263.04078119999997,0.0,0.0,0.0,0.037586027,0.0,0.0,0.0,1.0,356.64733860000007,0.0,0.0,553.7209442000001,0.0,0.0,0.0,0.6546679120000001,1.0,1.0,0.0,44.59232562,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7038587690000001,1.0,0.0,0.0,0.0,0.0,-8.05,0.0,0.0,0.0,0.0,0.35474876,0.0,0.0,0.677420465,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.378254686,0.0,0.0,0.0,-19.47174711,0.0,0.0,-33.04602314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313562114
6,0.0,0.0,0.0,-13.81346563,0.0,0.0,0.0,0.0,0.0,0.034708217,0.0,4.0,1.0,140.9197344,0.0,0.0,0.0,0.07128580799999999,1.0,0.0,0.0,0.0,412.2400444,0.0,0.0,378.60435,0.0,0.0,0.0,0.649739114,0.0,3.0,0.0,50.04975156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65686564,1.0,0.0,0.0,0.0,1.0,-5.9079999999999995,0.0,0.0,0.0,1.0,0.500528125,1.0,0.0,0.6090637,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.363651365,0.0,0.0,0.0,-12.4506,0.0,0.0,-29.36921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.37598430200000005
7,1.0,0.0,0.0,-11.88436678,0.0,0.0,0.0,0.0,0.0,0.006461319,0.0,0.0,0.0,666.7452705000001,0.0,0.0,0.0,0.006785436,0.0,0.0,0.0,0.0,734.3792239,0.0,2.0,961.887169,0.0,0.0,0.0,0.805762654,0.0,7.0,0.0,39.65967001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.79339287,0.0,0.0,0.0,0.0,1.0,-11.939,0.0,0.0,0.0,0.0,0.267326644,0.0,0.0,0.706827671,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.416173065,0.0,0.0,0.0,-23.56517726,0.0,0.0,17.03069788,0.0,0.0,1.0,0.0,0.0,1.0,1972.0,1.0,0.0,0.0,0.413739836
8,1.0,0.0,0.0,-18.70558978,0.0,0.0,4.0,0.0,0.0,0.010774738999999998,0.0,0.0,0.0,218.2077586,0.0,0.0,0.0,0.010925313,1.0,0.0,0.0,0.0,310.3401443,0.0,0.0,324.0563477,0.0,0.0,0.0,0.745753268,0.0,8.0,0.0,37.050573799999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.768486241,1.0,0.0,0.0,0.0,0.0,-15.335,0.0,0.0,0.0,3.0,0.301184026,0.0,0.0,0.560557984,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.45278947700000005,0.0,0.0,0.0,-25.67133163,1.0,0.0,-53.39138786,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.377531645
9,0.0,0.0,0.0,-17.54823048,0.0,0.0,0.0,0.0,0.0,0.014084134,0.0,0.0,0.0,327.2991507,0.0,0.0,0.0,0.032733637999999995,0.0,0.0,0.0,2.0,446.18724519999995,0.0,1.0,1097.1317279999998,0.0,0.0,0.0,0.56576372,0.0,0.0,0.0,34.74327138,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.729241307,0.0,0.0,0.0,0.0,0.0,-17.699,0.0,0.0,0.0,0.0,0.10654275099999999,0.0,0.0,0.5975412179999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38265197100000004,0.0,0.0,0.0,-26.7595539,0.0,0.0,-34.75059851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.394394856
10,0.0,1.0,0.0,-21.87585237,0.0,0.0,0.0,0.0,0.0,0.026074931000000003,0.0,4.0,5.0,188.19745790000002,0.0,0.0,0.0,0.054547167,1.0,0.0,0.0,0.0,207.0232909,0.0,0.0,251.04986459999998,0.0,0.0,0.0,0.596625807,0.0,4.0,0.0,48.99037083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.674649631,1.0,0.0,0.0,0.0,0.0,-7.468999999999999,0.0,0.0,0.0,0.0,0.39127065,0.0,0.0,0.527865076,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.393121934,0.0,0.0,0.0,-13.02695255,0.0,0.0,-37.682388399999994,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,0.0,0.0,0.0,0.450992312
11,0.0,0.0,0.0,-9.606001021,0.0,0.0,0.0,0.0,0.0,0.01498337,0.0,0.0,0.0,437.344772,1.0,0.0,0.0,0.023970851,1.0,0.0,0.0,1.0,549.8908387,0.0,0.0,805.5165562000001,0.0,0.0,0.0,0.744389196,0.0,3.0,0.0,39.84240449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8142934540000001,3.0,0.0,0.0,0.0,0.0,-10.93,0.0,0.0,0.0,0.0,0.331634321,0.0,0.0,0.665322162,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39421719899999996,0.0,0.0,0.0,-30.06001839,0.0,0.0,-22.90918386,0.0,1.0,0.0,0.0,0.0,0.0,2006.0,0.0,0.0,0.0,0.785892288
12,0.0,0.0,0.0,15.05058473,0.0,0.0,0.0,0.0,0.0,0.0195794,0.0,0.0,0.0,541.9244278,0.0,0.0,0.0,0.037222477999999996,0.0,0.0,0.0,1.0,590.1487307,0.0,0.0,984.6317633,0.0,0.0,0.0,0.629646053,0.0,4.0,0.0,42.22351769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.732313028,1.0,0.0,0.0,0.0,0.0,-8.541,0.0,0.0,0.0,0.0,0.36374301700000006,0.0,0.0,0.41142104799999996,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.33841481799999995,0.0,0.0,0.0,-24.58289385,0.0,0.0,5.420428305,0.0,0.0,0.0,0.0,0.0,0.0,1966.0,0.0,0.0,0.0,0.43483809
13,1.0,0.0,0.0,-19.06351441,0.0,0.0,0.0,0.0,0.0,0.011083683,0.0,0.0,0.0,496.34052130000003,0.0,0.0,0.0,0.015789543,1.0,0.0,0.0,1.0,580.671805,0.0,1.0,563.0358285,0.0,0.0,0.0,0.717238478,0.0,3.0,0.0,33.56260231,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.746581215,1.0,0.0,0.0,0.0,0.0,-21.552,0.0,0.0,0.0,0.0,0.177255043,0.0,0.0,0.631946666,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.38070453600000004,0.0,0.0,0.0,-28.37675648,0.0,0.0,-18.50928818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.415983118
14,0.0,0.0,0.0,-10.10855151,0.0,0.0,0.0,0.0,0.0,0.030620656,0.0,0.0,0.0,203.6504951,0.0,0.0,0.0,0.040486059,0.0,0.0,0.0,0.0,303.6094023,0.0,1.0,536.3835972,0.0,0.0,0.0,0.49687489799999995,0.0,3.0,0.0,41.79804397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66017191,0.0,0.0,0.0,0.0,0.0,-9.603,0.0,0.0,0.0,0.0,0.23311180899999998,0.0,0.0,0.711165787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46682699299999997,0.0,0.0,0.0,-21.95755653,0.0,0.0,0.327787688,0.0,0.0,2.0,0.0,0.0,0.0,1990.0,0.0,1.0,0.0,0.62616576
15,5.0,1.0,0.0,-13.07805051,0.0,0.0,0.0,0.0,0.0,0.021915737,0.0,0.0,0.0,382.9205091,0.0,0.0,0.0,0.039290738,0.0,0.0,0.0,2.0,158.74006619999997,0.0,0.0,850.7902337999999,0.0,0.0,0.0,0.67955131,0.0,1.0,0.0,45.55089821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.718747763,0.0,0.0,0.0,0.0,0.0,-6.305,0.0,0.0,0.0,0.0,0.26568143,0.0,0.0,0.40043351299999996,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266275286,0.0,0.0,0.0,-20.10338772,0.0,0.0,10.45773427,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,1.0,0.0,0.0,0.199238262
16,0.0,0.0,0.0,-18.99435347,0.0,0.0,0.0,0.0,0.0,0.017669496,0.0,0.0,0.0,155.3577052,0.0,0.0,0.0,0.026668445,0.0,0.0,0.0,0.0,253.36209790000004,0.0,0.0,345.5568398,0.0,0.0,0.0,0.8482888209999999,0.0,4.0,0.0,41.00351119,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.791557828,0.0,0.0,0.0,0.0,0.0,-9.998,0.0,0.0,0.0,1.0,0.29292393699999997,0.0,0.0,0.477364752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337507289,1.0,0.0,0.0,-22.85377964,2.0,0.0,8.537457494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26586104899999996
17,0.0,0.0,0.0,-16.31727458,0.0,0.0,1.0,0.0,0.0,0.015000625,0.0,0.0,0.0,409.5309393,0.0,0.0,0.0,0.04427015,0.0,0.0,0.0,0.0,351.7017683,0.0,0.0,922.7474358999999,0.0,0.0,0.0,0.676196693,0.0,2.0,0.0,45.04055254,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6837878479999999,0.0,0.0,0.0,0.0,0.0,-6.693,0.0,0.0,0.0,1.0,0.431123164,0.0,0.0,0.40838902200000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139247394,0.0,0.0,0.0,-18.28492881,0.0,0.0,17.11912994,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19878534899999997
18,0.0,1.0,0.0,-10.60293607,0.0,0.0,0.0,0.0,0.0,0.018776566,0.0,1.0,0.0,190.4115679,0.0,0.0,0.0,0.035599227000000004,0.0,0.0,0.0,0.0,354.49568539999996,0.0,0.0,386.82977200000005,0.0,0.0,0.0,0.800856742,0.0,1.0,0.0,50.64138204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.799602409,1.0,0.0,0.0,0.0,0.0,-4.42,0.0,0.0,0.0,0.0,0.49731506799999997,0.0,0.0,0.481004583,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.335651839,0.0,0.0,0.0,-13.11795129,0.0,0.0,-6.9836590560000005,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,0.0,0.0,0.0,0.249065795
19,0.0,0.0,0.0,-6.77046332,0.0,0.0,0.0,0.0,1.0,0.056144395,1.0,4.0,1.0,154.56378469999999,0.0,2.0,0.0,0.101627045,1.0,0.0,1.0,0.0,226.7541071,0.0,0.0,287.2861006,0.0,0.0,0.0,0.42306191600000004,0.0,9.0,0.0,44.54913996,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.499715887,2.0,0.0,0.0,1.0,1.0,-8.165,0.0,0.0,0.0,2.0,0.18376544399999997,0.0,1.0,0.7986451790000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.552413346,0.0,0.0,0.0,-19.86548938,1.0,0.0,-28.325363899999996,1.0,0.0,0.0,1.0,0.0,0.0,2005.0,0.0,1.0,0.0,0.7251212840000001
20,0.0,0.0,0.0,-16.6000659,0.0,0.0,0.0,0.0,0.0,0.022752814,0.0,2.0,2.0,189.1755908,0.0,0.0,0.0,0.052765334000000004,1.0,0.0,0.0,0.0,319.1548968,0.0,0.0,440.7326657,0.0,0.0,0.0,0.739342383,0.0,6.0,0.0,50.35059653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7446727609999999,1.0,0.0,0.0,0.0,0.0,-5.757999999999999,0.0,0.0,0.0,1.0,0.355782659,0.0,0.0,0.454043995,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42141510299999996,0.0,0.0,0.0,-12.64477919,0.0,0.0,-19.8549711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.554654767
21,0.0,0.0,0.0,-15.08788048,0.0,0.0,0.0,0.0,1.0,0.041359504,0.0,0.0,0.0,254.6749904,0.0,0.0,0.0,0.09311630800000001,0.0,0.0,0.0,0.0,426.574704,0.0,0.0,375.175257,0.0,0.0,0.0,0.36672534,0.0,2.0,0.0,50.94973222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578123873,2.0,0.0,0.0,0.0,0.0,-4.907,0.0,0.0,0.0,0.0,0.259202723,0.0,0.0,0.5435161310000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.404182207,0.0,0.0,0.0,-11.79418457,1.0,0.0,-24.0138593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304169503
